Set,Overall,Age,Height,Weight,International Reputation,Weak Foot,Skill Moves,Value,Wage
0,63,22,188,75,1,2,2,1000,2000
0,59,17,187,72,1,3,2,575,500
0,55,18,193,82,1,3,2,275,500
1,53,27,172,67,1,3,2,90,1000
0,60,20,183,72,1,2,2,550,4000
0,60,19,181,70,1,2,2,500,500
0,56,19,186,80,1,3,2,350,950
0,61,31,198,92,1,3,2,220,500
0,50,20,177,74,1,2,2,100,500
1,50,19,178,70,1,3,2,100,700
0,54,21,175,64,1,3,2,240,5000
0,55,19,178,71,1,3,2,325,600
0,57,19,187,75,1,3,2,400,1000
0,56,17,184,74,1,2,2,450,500
0,60,23,195,79,1,3,2,350,3000
0,62,22,195,84,1,3,2,825,2000
0,56,25,183,76,1,3,2,180,1000
0,55,21,189,77,1,3,2,275,4000
0,53,21,182,65,1,3,2,120,500
0,61,19,188,80,1,3,2,725,500
0,54,18,183,75,1,2,2,230,500
1,56,21,180,71,1,3,3,325,2000
0,58,19,187,80,1,3,2,475,1000
0,59,18,182,75,1,3,2,450,500
1,52,21,176,70,1,3,3,160,750
0,59,30,193,84,1,3,2,180,2000
0,60,21,182,70,1,2,2,600,1000
1,53,27,170,63,1,2,3,90,3000
0,53,18,167,81,1,2,2,240,500
0,54,21,173,64,1,2,2,275,950
0,53,19,177,63,1,2,2,190,850
0,57,20,187,77,1,2,2,350,1000
1,51,18,180,72,1,3,2,150,500
0,53,16,181,68,1,2,2,220,500
0,57,17,188,84,1,2,2,350,500
2,59,21,178,75,1,3,2,475,550
0,58,20,183,79,1,2,2,425,2000
0,52,19,177,71,1,3,3,190,750
0,53,18,178,67,1,2,2,240,500
0,55,17,180,70,1,3,2,300,500
1,51,18,177,70,1,3,2,140,500
0,58,19,190,77,1,2,2,450,500
0,55,18,175,71,1,4,3,160,2000
0,58,20,179,75,1,2,2,425,2000
0,58,23,188,88,1,3,2,375,1000
0,57,20,188,75,1,3,2,375,3000
0,54,18,180,77,1,3,2,230,500
0,54,21,187,80,1,3,2,230,550
0,57,20,185,75,1,3,2,375,500
0,52,17,187,85,1,2,2,200,500
0,56,17,176,66,1,3,2,425,500
0,54,17,184,74,1,3,2,350,500
0,59,20,184,76,1,3,2,500,500
1,48,22,180,64,1,3,2,70,1000
1,48,21,178,67,1,3,2,70,1000
0,53,19,185,79,1,3,2,130,1000
0,62,20,190,82,1,3,2,900,2000
0,54,18,172,72,1,2,2,240,550
1,47,23,186,80,1,2,2,70,1000
0,65,35,195,90,1,2,2,190,2000
0,59,20,191,82,1,3,2,450,700
0,50,19,180,79,1,2,2,110,900
0,58,18,181,70,1,3,2,450,600
0,55,19,178,68,1,3,3,300,1000
0,52,19,175,67,1,3,2,180,500
0,56,20,183,68,1,2,2,325,1000
0,56,16,180,70,1,3,2,350,2000
0,57,20,181,77,1,3,2,375,500
0,79,39,186,85,1,4,1,0.0,0
0,53,17,174,70,1,3,3,130,1000
0,54,20,175,70,1,3,2,90,500
0,52,18,167,58,1,2,2,70,500
0,53,20,174,72,1,3,2,200,2000
0,52,16,180,79,1,2,2,170,500
0,81,34,184,84,3,4,1,1600,50000
1,53,21,173,70,1,3,3,200,600
0,54,17,188,83,1,3,3,250,500
0,61,19,187,80,1,3,2,800,1000
0,54,19,190,80,1,3,2,230,500
0,54,19,176,70,1,2,2,275,750
0,52,17,172,69,1,3,2,250,500
0,50,19,186,74,1,2,2,110,500
0,53,23,172,68,1,3,2,180,2000
0,61,21,184,73,1,3,2,700,600
1,48,20,180,73,1,2,2,70,1000
0,58,21,182,73,1,3,2,425,5000
1,57,24,181,70,1,3,2,200,1000
0,56,17,184,76,1,3,2,450,950
1,54,22,170,57,1,3,2,240,500
0,56,22,184,80,1,2,2,325,2000
0,56,20,171,70,1,3,2,325,1000
0,55,23,176,75,1,3,3,110,2000
0,59,21,187,80,1,4,2,220,1000
0,56,19,185,84,1,2,2,325,650
0,60,22,189,80,1,3,2,525,1000
0,54,20,180,75,1,3,2,250,2000
0,58,25,178,68,1,3,2,275,3000
0,62,21,175,67,1,2,2,825,500
0,60,19,178,79,1,2,2,550,1000
0,54,17,167,64,1,2,2,250,500
0,77,27,190,86,1,3,1,10500,21000
0,54,18,177,70,1,2,2,240,500
0,79,33,189,87,2,3,1,5500,21000
0,60,27,186,80,1,3,2,250,500
1,53,19,190,84,1,4,2,200,550
0,61,23,198,97,1,2,2,600,1000
1,52,17,171,64,1,3,2,190,500
0,64,29,190,86,1,3,2,550,1000
1,51,18,175,67,1,3,2,150,500
0,66,26,190,86,1,3,2,700,4000
0,53,20,174,73,1,2,2,230,3000
0,53,20,172,64,1,3,2,210,2000
0,60,22,179,76,1,3,2,525,500
0,51,17,180,75,1,3,2,150,500
0,55,17,178,65,1,2,3,400,500
1,50,20,176,67,1,3,2,100,500
0,52,18,183,78,1,2,2,200,850
1,55,22,183,79,1,3,2,240,1000
1,48,20,176,62,1,3,2,70,2000
0,51,18,173,63,1,3,2,190,800
0,57,23,183,81,1,3,2,375,500
0,48,20,178,74,1,2,2,45,500
0,59,21,197,84,1,3,2,475,5000
0,55,23,187,77,1,3,2,170,800
0,58,20,182,78,1,3,2,500,750
0,51,21,183,74,1,2,2,130,1000
0,54,17,178,68,1,3,2,250,500
1,53,23,180,76,1,3,2,180,500
0,52,17,180,76,1,3,2,190,500
0,55,17,189,79,1,3,2,350,500
0,55,23,188,74,1,3,2,200,2000
1,48,21,176,69,1,3,2,100,2000
0,57,19,180,70,1,3,2,170,1000
0,61,19,190,75,1,2,2,800,850
0,55,19,194,71,1,3,2,275,500
0,53,20,172,65,1,3,2,230,3000
0,56,21,194,75,1,3,2,300,1000
0,55,20,192,72,1,3,2,275,1000
0,55,20,175,65,1,3,2,300,550
0,60,23,184,77,1,3,2,500,900
0,55,17,190,83,1,3,2,300,500
0,53,19,178,64,1,3,2,230,600
0,56,19,201,93,1,2,2,300,2000
1,49,21,183,70,1,3,2,80,1000
0,62,18,186,75,1,3,2,950,500
0,57,20,181,73,1,3,2,375,600
0,59,22,192,80,1,3,2,475,1000
0,57,17,186,75,1,3,2,375,500
0,59,20,195,80,1,3,2,500,3000
0,59,35,184,81,1,2,2,60,500
0,61,18,181,75,1,2,2,775,2000
0,52,17,167,66,1,3,2,200,500
1,47,23,175,70,1,3,2,100,500
0,56,25,180,75,1,2,2,210,1000
0,53,19,173,70,1,3,2,220,2000
0,49,19,184,66,1,3,2,100,500
1,52,22,170,61,1,4,2,150,500
1,49,17,178,67,1,2,3,110,500
0,47,24,176,73,1,2,2,70,500
0,54,20,182,71,1,2,2,220,2000
1,51,19,170,70,1,1,2,130,500
0,59,19,189,80,1,2,2,500,950
0,58,19,184,78,1,2,2,450,2000
0,54,22,190,88,1,2,2,220,500
0,64,24,187,82,1,2,2,850,2000
0,75,33,186,78,3,3,1,0.0,0
0,55,18,170,70,1,3,2,120,500
1,55,21,192,84,1,3,2,210,1000
0,57,30,175,70,1,3,2,100,900
0,52,18,184,80,1,3,2,170,500
0,59,18,195,80,1,2,2,500,650
0,56,18,178,65,1,2,2,325,2000
0,59,28,191,83,1,2,2,210,500
0,55,19,176,70,1,2,2,300,1000
0,56,17,170,65,1,3,2,300,500
0,57,20,180,75,1,3,2,400,500
0,53,21,182,72,1,3,2,220,500
0,83,35,189,89,2,3,1,4000,31000
0,50,19,170,65,1,3,2,100,500
0,58,21,185,74,1,3,2,475,7000
1,53,20,176,70,1,3,2,220,500
0,80,30,190,83,3,3,1,14000,50000
0,53,28,179,73,1,3,2,100,2000
0,58,22,185,84,1,2,3,325,1000
0,53,19,170,62,1,3,2,120,1000
0,54,19,183,74,1,3,2,240,850
0,53,19,177,66,1,3,2,240,3000
0,57,19,192,78,1,3,2,375,3000
0,62,30,179,81,1,2,2,325,500
0,55,19,178,75,1,3,2,170,4000
1,49,18,177,70,1,3,2,130,500
0,53,18,172,74,1,3,2,220,500
0,53,19,170,58,1,3,2,220,500
0,56,19,173,65,1,2,2,350,550
1,50,19,173,68,1,3,2,120,1000
0,51,17,174,64,1,2,2,180,500
0,52,20,189,79,1,2,2,190,2000
0,60,21,181,72,1,3,2,525,500
0,59,19,189,78,1,3,2,550,1000
0,58,19,176,69,1,4,3,475,2000
0,59,22,185,78,1,2,2,475,500
0,57,23,186,63,1,2,2,325,500
0,58,17,189,80,1,3,2,475,500
0,56,16,195,80,1,2,2,350,500
0,56,18,188,81,1,3,2,350,500
0,55,21,175,69,1,2,2,110,2000
0,60,21,196,84,1,3,2,525,2000
0,62,21,186,75,1,3,2,825,2000
0,81,29,192,84,1,2,1,20000,74000
0,57,23,176,72,1,3,2,250,500
0,59,21,185,77,1,2,2,425,500
0,51,19,175,72,1,2,2,140,1000
1,55,23,171,64,1,2,2,240,1000
0,54,19,185,69,1,2,2,240,500
1,52,21,177,69,1,3,2,70,550
0,54,21,186,77,1,3,3,240,700
0,53,20,179,69,1,2,2,230,1000
0,54,18,178,70,1,3,2,250,1000
2,56,18,186,73,1,3,2,300,550
1,53,22,179,69,1,3,2,210,1000
0,50,20,169,63,1,3,2,110,2000
0,50,17,176,65,1,3,2,120,500
0,62,22,184,77,1,3,2,375,3000
0,54,19,183,69,1,3,2,220,500
1,49,19,176,64,1,3,2,110,950
0,54,19,188,80,1,3,2,250,3000
0,53,18,181,70,1,2,2,210,500
0,55,20,183,73,1,2,2,275,850
0,54,20,180,75,1,2,2,250,700
1,52,20,172,64,1,3,2,170,850
0,63,27,186,78,1,2,2,450,500
0,50,18,189,81,1,3,2,100,500
0,53,19,175,67,1,4,3,220,850
0,57,18,172,65,1,1,2,350,1000
0,58,22,188,80,1,2,2,475,3000
0,56,18,190,84,1,3,2,375,500
1,54,21,166,60,1,3,2,230,500
0,50,17,168,68,1,2,2,120,500
0,57,20,172,74,1,1,2,350,650
0,82,30,189,84,3,3,1,20500,34000
0,50,19,175,68,1,2,2,120,650
0,60,20,188,78,1,3,2,500,500
0,53,17,180,72,1,3,2,300,500
0,53,18,175,72,1,3,2,210,550
1,52,19,170,62,1,3,2,190,850
1,52,23,173,66,1,3,2,110,1000
0,56,18,185,71,1,3,2,350,500
0,57,21,183,73,1,3,2,375,1000
0,69,31,191,90,1,2,2,950,8000
0,56,17,180,83,1,3,2,350,1000
0,60,19,182,75,1,3,2,550,1000
0,53,17,180,70,1,3,2,250,500
0,59,20,197,97,1,3,2,450,2000
0,54,18,171,63,1,4,2,275,1000
0,55,16,191,85,1,3,2,350,500
2,52,18,168,65,1,3,2,100,500
0,58,20,194,84,1,3,2,275,850
0,59,19,189,80,1,3,2,550,950
0,73,25,193,90,1,3,1,3600,10000
1,50,32,180,69,1,3,2,30,1000
0,49,20,175,70,1,3,2,110,500
0,54,17,175,64,1,2,2,275,500
0,46,19,181,73,1,2,2,110,500
0,53,18,175,75,1,3,2,200,1000
1,48,25,175,66,1,3,2,60,1000
1,45,16,180,70,1,2,2,100,500
0,62,22,191,83,1,3,2,825,2000
0,59,22,181,75,1,2,2,425,2000
0,68,21,187,75,1,2,1,2600,6000
0,90,30,199,96,4,3,1,90000,250000
0,53,19,169,60,1,2,2,130,550
1,51,17,170,70,1,2,2,130,500
1,50,18,175,70,1,3,2,110,500
1,49,20,178,70,1,3,2,100,1000
0,79,32,187,82,1,3,1,8500,14000
0,54,18,183,75,1,3,2,325,500
0,72,27,185,79,1,3,1,2100,4000
0,54,21,173,69,1,3,2,240,4000
0,55,19,176,69,1,3,3,0.0,0
0,51,16,174,66,1,2,2,150,500
0,53,19,180,75,1,3,2,230,2000
0,55,18,175,65,1,3,2,300,550
0,54,20,176,78,1,3,3,230,500
0,54,19,185,75,1,3,2,130,500
0,57,17,190,83,1,3,2,375,500
0,57,19,185,73,1,3,2,375,850
1,54,30,190,83,1,2,2,110,3000
0,55,21,174,69,1,3,2,275,900
0,52,20,175,65,1,3,2,180,1000
0,47,18,170,65,1,3,2,130,500
0,54,17,184,77,1,3,2,275,650
0,53,18,170,65,1,2,2,220,850
0,55,18,180,70,1,3,2,325,3000
1,59,19,185,82,1,3,2,500,500
0,51,19,176,67,1,4,2,140,1000
0,60,25,188,78,1,3,2,325,500
0,54,17,178,79,1,4,2,350,500
0,50,19,176,68,1,2,2,100,500
1,54,21,180,79,1,3,2,230,1000
0,57,19,189,80,1,3,2,400,800
1,52,17,170,70,1,1,2,200,500
0,53,25,178,79,1,2,2,140,500
0,54,19,191,82,1,3,2,250,2000
0,54,19,183,72,1,3,2,275,600
0,55,19,182,72,1,3,2,140,2000
0,53,17,177,75,1,2,2,300,500
0,58,17,189,70,1,3,2,475,500
0,52,21,176,62,1,3,2,180,2000
0,65,24,190,84,1,2,2,975,500
0,54,18,182,75,1,3,2,130,500
0,53,18,175,65,1,3,2,220,950
0,56,22,192,90,1,2,2,325,2000
0,53,17,195,78,1,3,2,110,500
2,57,21,182,76,1,2,2,350,1000
0,57,20,196,86,1,2,2,325,1000
0,50,17,186,74,1,2,2,120,500
0,54,23,196,81,1,3,2,240,2000
0,53,19,168,57,1,2,2,210,600
0,55,20,180,70,1,3,2,275,600
0,53,21,175,65,1,3,2,210,550
0,54,21,187,80,1,2,2,250,1000
0,50,20,175,70,1,3,2,110,500
0,56,18,184,65,1,4,2,350,1000
0,62,19,190,67,1,2,2,800,700
0,54,17,192,82,1,3,2,250,500
0,54,22,185,79,1,3,2,240,1000
0,54,20,181,75,1,3,2,240,3000
0,56,19,177,72,1,3,2,300,500
0,55,18,173,70,1,2,2,300,550
1,50,18,178,69,1,3,3,100,500
0,58,18,192,80,1,3,2,475,650
0,59,20,175,70,1,3,2,450,550
1,52,16,188,80,1,3,2,200,500
0,56,18,176,71,1,2,2,350,500
0,62,25,180,78,1,2,2,550,500
0,55,21,180,75,1,2,2,275,650
0,51,21,176,67,1,3,2,140,4000
1,55,20,183,72,1,3,2,275,2000
0,51,19,175,65,1,4,2,130,1000
0,60,22,195,85,1,3,2,525,2000
2,59,22,183,79,1,3,2,325,700
0,52,20,182,75,1,3,2,190,3000
0,57,19,186,82,1,3,2,375,2000
0,53,16,188,77,1,3,2,240,500
0,73,25,202,90,1,3,1,3300,22000
1,47,24,176,70,1,3,2,60,2000
0,59,24,192,92,1,3,2,475,650
0,54,20,181,62,1,3,2,250,3000
0,54,19,182,78,1,2,2,240,850
1,51,19,170,67,1,2,2,130,800
0,53,21,175,63,1,2,2,200,850
1,47,20,175,65,1,3,2,100,1000
0,57,23,188,75,1,3,2,240,5000
0,71,22,187,76,1,3,1,3600,7000
0,63,24,185,75,1,3,2,0.0,0
0,57,21,180,60,1,3,2,375,1000
1,53,19,181,70,1,3,3,240,1000
1,47,20,178,66,1,2,2,100,2000
0,51,17,170,65,1,2,2,140,500
0,53,20,174,67,1,3,2,100,500
0,54,19,183,75,1,3,2,250,750
0,53,17,185,74,1,3,2,200,500
0,54,20,188,75,1,2,2,220,2000
0,63,31,189,83,1,3,2,325,600
0,53,18,176,70,1,2,2,210,500
0,59,23,190,88,1,3,2,300,600
0,52,17,188,78,1,2,2,180,500
0,74,33,180,76,1,4,1,1400,15000
0,58,22,180,76,1,2,2,375,1000
0,52,18,170,62,1,3,2,100,550
0,58,21,183,74,1,3,2,425,1000
0,58,20,188,78,1,2,2,450,1000
0,54,18,175,70,1,3,2,90,500
0,51,21,173,70,1,3,2,140,950
0,52,17,177,60,1,3,2,200,500
0,52,17,180,72,1,3,2,180,500
0,58,19,189,76,1,2,2,450,3000
0,49,19,170,68,1,3,2,110,500
0,56,20,186,75,1,2,2,250,650
0,54,18,178,73,1,2,2,240,2000
1,47,16,180,63,1,2,2,120,500
0,52,18,178,72,1,3,2,180,750
1,52,19,165,61,1,4,2,190,500
0,62,20,189,77,1,3,2,900,700
0,56,20,185,69,1,3,2,300,3000
0,58,21,185,75,1,2,2,425,900
0,58,22,167,61,1,3,2,325,500
0,54,21,181,70,1,2,2,240,1000
0,52,17,181,70,1,3,2,210,500
0,57,18,185,73,1,3,2,0.0,0
1,47,18,179,70,1,3,2,60,500
0,53,18,184,75,1,3,2,220,600
0,56,18,182,73,1,3,2,375,2000
0,54,18,167,67,1,2,4,250,500
0,53,21,188,78,1,3,2,210,500
0,57,16,183,75,1,3,2,625,500
0,55,18,186,80,1,3,2,325,800
0,51,19,182,72,1,3,2,140,2000
0,54,19,180,70,1,3,2,250,1000
0,53,19,179,70,1,2,2,240,700
0,53,18,180,78,1,2,2,250,800
0,80,26,191,82,1,3,1,22500,33000
0,55,18,169,70,1,3,2,325,550
1,49,21,178,70,1,3,2,110,500
0,57,18,185,80,1,2,2,400,2000
0,59,21,191,79,1,3,2,525,900
0,60,21,185,80,1,3,2,525,500
1,47,21,173,69,1,2,2,100,1000
0,59,24,178,76,1,3,2,300,500
0,55,22,185,78,1,3,3,190,550
0,57,19,183,80,1,2,2,375,700
0,55,19,190,78,1,3,2,275,2000
0,55,18,187,63,1,2,2,325,700
0,55,27,179,77,1,3,2,130,500
0,63,25,181,73,1,3,2,675,500
0,49,19,183,74,1,3,2,60,750
0,51,19,170,65,1,3,2,160,550
0,57,17,184,78,1,2,2,325,500
0,55,23,170,66,1,3,3,190,950
0,55,17,178,73,1,3,2,300,650
1,49,19,178,74,1,3,2,120,1000
1,48,21,177,63,1,2,2,70,2000
0,58,19,172,64,1,2,2,450,500
1,51,23,165,68,1,3,2,90,550
0,53,19,175,67,1,3,2,210,500
1,55,21,184,75,1,3,2,275,500
0,60,25,186,85,1,2,2,300,500
0,54,18,175,65,1,2,2,275,500
0,57,19,182,75,1,2,2,375,500
0,52,22,180,71,1,3,2,180,2000
2,56,24,185,69,1,3,2,220,850
0,54,20,170,64,1,3,2,250,3000
0,60,23,188,77,1,2,2,325,2000
0,53,19,178,72,1,3,2,240,500
0,56,18,172,71,1,3,2,375,500
0,57,22,182,83,1,2,2,375,2000
1,50,16,182,74,1,3,2,130,500
0,55,19,180,73,1,2,2,230,500
0,52,18,175,66,1,3,2,190,750
0,52,19,168,70,1,2,2,180,2000
0,58,23,188,85,1,2,2,300,500
0,58,26,184,81,1,2,2,250,1000
0,57,22,189,86,1,3,2,300,500
0,57,19,177,73,1,2,3,350,500
0,52,17,178,70,1,3,2,200,500
0,52,20,181,80,1,3,2,170,700
0,58,17,184,72,1,5,2,475,500
0,81,32,190,84,2,2,1,13000,47000
1,52,17,176,64,1,4,2,200,500
1,46,19,182,69,1,3,2,100,900
0,57,18,178,73,1,2,2,220,1000
0,56,18,186,74,1,3,3,325,850
1,47,19,173,63,1,3,2,90,1000
0,51,17,175,85,1,2,2,120,500
0,51,18,183,70,1,2,2,140,500
0,57,20,175,68,1,2,2,400,2000
0,53,19,178,68,1,3,2,130,3000
0,57,18,190,78,1,2,2,325,500
0,54,18,180,70,1,2,2,275,4000
2,54,18,180,74,1,3,2,250,500
0,61,29,185,86,1,3,2,275,3000
0,56,22,185,88,1,3,2,325,1000
0,54,17,190,70,1,2,2,230,500
0,53,18,175,70,1,3,2,230,500
0,63,31,188,86,1,2,2,325,950
0,52,16,173,62,1,2,2,210,500
2,55,18,168,60,1,3,2,325,850
0,57,21,179,74,1,3,2,375,500
0,59,36,183,75,1,3,2,40,500
1,50,21,175,79,1,3,2,70,1000
0,77,27,191,86,1,3,1,9500,73000
0,60,21,183,77,1,2,2,475,2000
0,56,17,187,74,1,3,2,300,500
0,56,18,182,77,1,3,2,375,500
0,47,17,175,72,1,2,2,120,500
0,56,19,184,78,1,2,2,325,500
0,53,19,186,70,1,2,2,240,700
0,57,19,189,74,1,2,2,325,1000
0,59,25,188,81,1,2,2,300,4000
1,48,19,169,62,1,3,2,110,500
0,54,18,179,70,1,3,2,130,1000
1,51,23,173,65,1,3,2,90,1000
0,52,18,182,72,1,3,2,190,500
0,54,19,179,68,1,3,2,275,550
0,54,22,185,78,1,3,2,220,1000
0,60,19,190,92,1,3,2,550,900
0,55,19,186,77,1,3,2,275,550
0,52,18,179,72,1,3,3,190,500
0,56,19,183,73,1,2,2,350,650
0,56,19,185,78,1,3,3,350,500
0,62,17,198,78,1,2,2,925,500
1,47,22,180,61,1,2,2,90,500
0,62,20,183,74,1,2,2,825,1000
0,54,19,185,75,1,3,2,230,650
1,52,22,180,78,1,3,2,180,1000
0,50,18,186,67,1,3,2,100,500
0,57,20,189,81,1,3,2,325,2000
0,53,19,178,73,1,2,2,210,600
0,58,30,190,85,1,2,2,170,800
0,57,21,183,76,1,3,2,300,950
0,53,19,179,64,1,3,2,210,1000
0,53,17,186,80,1,2,2,300,500
0,54,19,176,66,1,3,2,275,600
0,54,19,183,75,1,3,2,275,750
0,50,18,175,69,1,2,2,100,500
1,47,21,170,64,1,3,2,70,1000
0,57,21,180,71,1,2,2,300,2000
1,49,19,178,69,1,3,2,110,600
0,52,19,177,70,1,3,2,200,1000
0,57,19,187,73,1,3,2,400,700
0,55,18,186,74,1,3,2,275,2000
0,57,36,185,79,1,2,2,60,1000
0,53,18,183,74,1,2,2,210,600
1,51,20,175,68,1,3,2,130,500
0,56,18,180,70,1,3,2,350,650
2,59,20,173,63,1,2,3,500,1000
0,53,16,175,66,1,3,2,200,500
1,48,33,182,78,1,2,2,30,2000
0,55,22,180,73,1,3,2,275,1000
0,51,21,174,67,1,3,2,140,2000
2,56,18,187,82,1,2,2,375,800
0,59,22,188,73,1,3,2,425,3000
0,52,19,178,72,1,3,2,170,850
0,80,27,187,79,2,2,1,20500,1000
0,58,24,192,85,1,3,2,425,550
0,80,33,185,83,3,3,1,7000,13000
0,54,20,185,75,1,3,2,250,1000
1,53,25,179,69,1,2,2,120,500
0,73,29,196,95,2,4,1,2100,31000
1,58,21,181,75,1,2,2,425,500
1,51,20,182,70,1,3,2,140,500
0,55,20,190,83,1,3,2,250,500
0,59,19,185,76,1,3,3,500,3000
2,56,17,183,79,1,3,2,325,500
0,58,24,179,75,1,2,2,325,1000
0,53,20,179,73,1,2,4,130,2000
1,46,19,176,67,1,3,2,100,1000
1,52,24,172,61,1,2,2,150,500
0,50,18,181,64,1,2,2,110,500
0,54,19,186,74,1,2,2,230,2000
0,58,21,190,73,1,3,2,170,500
0,63,24,203,71,1,2,2,575,2000
0,58,22,194,90,1,2,2,450,650
1,47,19,183,78,1,3,2,100,1000
0,53,18,182,83,1,3,2,230,550
0,52,21,181,71,1,3,2,180,1000
1,44,16,175,70,1,1,2,110,500
0,55,22,196,91,1,2,3,275,1000
0,52,19,176,72,1,2,2,210,3000
0,54,18,180,74,1,3,2,275,1000
1,59,24,186,85,1,3,2,300,1000
0,56,17,189,75,1,3,2,300,500
1,57,20,184,74,1,3,2,300,1000
0,58,18,184,78,1,2,2,400,500
0,52,21,184,60,1,3,2,100,500
0,64,24,193,88,1,2,2,800,1000
0,61,27,187,81,1,3,2,375,700
0,54,27,188,80,1,3,2,130,700
1,52,24,177,64,1,2,2,120,500
0,54,18,193,78,1,2,2,250,500
0,56,22,172,70,1,3,2,300,500
0,54,19,175,65,1,3,2,250,1000
0,57,20,184,74,1,3,2,325,1000
0,61,24,179,65,1,2,2,475,950
0,56,24,186,81,1,3,2,220,500
0,57,20,180,75,1,3,2,375,2000
0,56,16,180,75,1,3,2,325,500
0,56,22,188,85,1,2,2,300,3000
0,57,19,186,80,1,2,2,375,2000
0,52,21,182,73,1,2,2,200,550
0,54,18,184,80,1,2,2,275,500
0,56,20,187,84,1,3,2,250,2000
0,56,23,188,78,1,4,2,170,500
0,59,19,176,70,1,2,2,450,500
0,52,17,165,57,1,3,2,180,500
0,54,23,168,63,1,3,2,160,500
0,62,22,180,72,1,2,2,825,500
0,59,27,183,79,1,2,2,250,2000
1,48,18,180,75,1,3,2,110,750
0,47,17,175,65,1,2,2,130,500
0,53,17,171,73,1,2,2,275,500
0,53,18,178,72,1,4,2,210,500
0,52,19,175,62,1,3,2,210,500
0,57,21,182,74,1,3,2,350,3000
0,50,19,175,67,1,2,2,120,500
1,50,29,175,68,1,3,2,45,500
0,52,20,179,67,1,3,2,170,2000
0,52,17,175,68,1,3,2,250,500
0,55,18,184,78,1,3,2,300,650
0,56,22,185,82,1,3,2,130,800
0,58,21,188,72,1,3,2,425,900
0,54,17,162,60,1,3,2,250,500
0,55,21,178,72,1,2,2,275,850
0,55,17,188,82,1,3,2,300,500
1,52,19,192,85,1,3,2,190,650
1,47,21,174,68,1,2,2,70,1000
1,51,23,181,75,1,3,2,110,500
1,49,20,174,68,1,3,2,100,900
0,86,32,195,90,3,3,1,33500,125000
0,59,18,188,86,1,3,2,550,1000
1,54,22,174,70,1,3,2,220,1000
1,57,20,190,68,1,3,2,325,700
0,57,18,187,73,1,3,2,350,800
1,53,20,180,73,1,4,2,100,700
0,60,25,182,77,1,3,2,300,500
0,60,24,184,75,1,2,2,450,2000
0,54,18,178,72,1,2,2,250,500
0,57,19,181,70,1,3,2,150,2000
0,51,17,183,76,1,2,2,50,2000
0,53,20,173,64,1,3,2,200,850
0,58,18,188,74,1,2,2,450,1000
1,51,20,182,77,1,3,2,130,3000
1,53,20,178,65,1,3,2,80,900
0,52,18,182,74,1,3,2,190,850
0,60,17,190,83,1,2,2,475,500
0,54,19,180,74,1,3,2,160,1000
0,57,19,183,81,1,3,2,325,850
0,52,19,168,65,1,3,3,110,3000
1,51,20,183,78,1,3,3,130,1000
1,49,21,169,63,1,3,2,110,500
0,60,20,180,75,1,3,2,500,500
0,67,22,182,77,1,3,1,0.0,0
0,57,24,183,75,1,2,2,240,2000
0,58,18,190,80,1,3,2,450,550
0,52,18,176,66,1,3,2,180,550
0,53,20,175,70,1,3,2,100,600
0,55,20,179,72,1,2,2,240,500
0,55,16,183,73,1,4,2,325,1000
0,57,21,184,80,1,3,2,350,500
0,57,21,189,84,1,2,2,350,800
0,53,20,167,61,1,3,2,210,4000
0,52,18,180,75,1,3,2,100,500
0,56,21,184,75,1,2,2,300,2000
0,50,18,183,75,1,2,2,90,500
0,52,18,178,72,1,2,2,190,2000
0,60,21,194,84,1,3,2,475,2000
0,52,18,178,75,1,2,2,100,1000
0,73,24,180,77,1,3,1,3700,15000
0,51,18,181,73,1,2,2,150,650
0,52,20,178,79,1,2,2,210,1000
0,56,19,194,98,1,3,2,325,900
1,54,25,180,78,1,3,2,140,500
0,58,18,183,78,1,2,2,475,2000
0,55,22,171,69,1,2,2,275,500
0,53,21,186,76,1,2,2,210,1000
0,55,19,183,77,1,3,2,130,600
0,83,25,190,89,3,3,1,37000,30000
0,60,24,193,85,1,2,2,325,550
1,54,21,178,72,1,3,3,170,1000
1,55,19,186,82,1,2,2,275,900
0,52,19,180,71,1,3,2,180,650
2,60,23,184,80,1,3,2,450,700
0,64,34,178,75,2,4,1,0.0,0
0,50,21,185,74,1,3,2,100,2000
0,55,25,190,86,1,3,2,190,2000
0,49,18,180,73,1,3,2,60,500
0,72,29,184,83,1,3,1,1600,3000
0,52,26,184,79,1,2,2,110,550
0,53,18,188,75,1,3,2,250,550
0,51,17,178,66,1,3,2,140,500
0,49,17,174,74,1,3,2,110,500
0,51,22,173,68,1,3,2,130,500
0,54,19,170,70,1,3,2,130,500
0,52,19,175,69,1,3,2,200,800
1,50,21,175,65,1,3,2,100,1000
0,50,21,192,84,1,3,2,70,500
0,51,17,193,73,1,2,2,180,500
0,64,21,192,94,1,2,2,1400,2000
0,51,16,178,74,1,2,2,150,500
0,60,21,180,76,1,3,3,525,500
0,53,16,173,64,1,2,2,230,500
0,54,18,177,66,1,3,2,250,500
0,53,18,187,76,1,2,2,250,500
0,52,20,176,75,1,2,2,180,500
1,49,22,182,76,1,3,2,100,500
0,49,24,182,80,1,2,2,35,500
0,80,33,188,85,1,3,1,0.0,0
0,57,23,192,84,1,2,2,350,3000
1,52,25,180,73,1,4,2,100,500
0,55,21,176,71,1,3,2,120,500
0,54,19,182,78,1,2,2,275,1000
0,55,21,185,76,1,2,2,325,950
